,0,1,normalized
3091,qbrozen,March 2005,"[u'try', u'winter', u'tire', u'answer', u'second', u'question', u'extrapolate', u'since', u'rwd', u'car', u'worst', u'traction', u'none', u'car', u'winter', u'tire', u'would', u'still', u'worst', u'traction', u'car', u'winter', u'tire', u'may', u'longer', u'dangerous', u'would', u'still', u'suffer', u'want', u'spend', u'money', u'time', u'point', u'buy', u'special', u'tire', u'change', u'depend', u'weather', u'keep', u'fwd', u'car', u'leave', u'rwd', u'car', u'home', u'let', u'keep', u'mind', u'systems', u'create', u'equal', u'find', u'system', u'mercedes', u'far', u'capable', u'far', u'transparent', u'system', u'confident', u'good', u'tire', u'mercedes', u'system', u'would', u'much', u'suit', u'adverse', u'weather', u'z', u'even', u'best', u'tire']"
3092,shipo,March 2005,"[u'fair', u'enough', u'must', u'say', u'tcs', u'system', u'quite', u'impressive', u'couple', u'additional', u'winter', u'tire', u'order', u'sport', u'package', u'include', u'summer', u'tire', u'car', u'go', u'completely', u'anything', u'dust', u'snow', u'able', u'easily', u'plow', u'six', u'inch', u'quickly', u'quicker', u'ubiquitous', u'suvs', u'many', u'southern', u'new', u'hamster', u'drive', u'give', u'midst', u'second', u'one', u'hundred', u'inch', u'winter', u'last', u'three', u'season', u'ample', u'opportunity', u'drive', u'four', u'six', u'inch', u'regard', u'shipo']"
3093,dhanley,March 2005,"[u'regardless', u'want', u'spend', u'money', u'time', u'point', u'buy', u'special', u'tire', u'change', u'depend', u'weather', u'keep', u'fwd', u'car', u'leave', u'rwd', u'car', u'home', u'necessary', u'winter', u'tire', u'marginal', u'expense', u'summer', u'tire', u'last', u'longer', u'rest', u'year', u'lot', u'cheaper', u'two', u'car', u'understand', u'incredible', u'aversion', u'many', u'people', u'winter', u'tire', u'live', u'snowy', u'area', u'better', u'safety', u'investment', u'fwd', u'awd', u'airbags', u'stability', u'control', u'things', u'car', u'company', u'convince', u'us', u'spend', u'money']"
3094,ljwalters1,March 2005,"[u'agree', u'assessment', u'suggest', u'another', u'alternative', u'move', u'florida', u'like', u'chrysler']"
3095,shipo,March 2005,"[u'agree', u'assessment', u'suggest', u'another', u'alternative', u'move', u'florida', u'like', u'chrysler', u'thank', u'way', u'hot', u'humid', u'like', u'previous', u'live', u'domicile', u'california', u'texas', u'georgia', u'virginia', u'move', u'back', u'north', u'health', u'sanity', u'best', u'regard', u'shipo']"
3096,qbrozen,March 2005,"[u'hear', u'say', u'case', u'buy', u'another', u'car', u'sell', u'one', u'besides', u'save', u'miles', u'summer', u'tire', u'z', u'save', u'miles', u'entire', u'car', u'drive', u'different', u'one', u'cost', u'nothing', u'extra', u'miles', u'split', u'car', u'still', u'maintenance', u'pace', u'count', u'perform', u'half', u'much', u'twice', u'eh', u'enough', u'worry', u'month', u'worth', u'chrysler', u'especially', u'figure', u'add', u'bonus', u'able', u'keep', u'sportscar', u'hand', u'still', u'sedan', u'familial', u'duties', u'whereas', u'many', u'many', u'people', u'sacrifice', u'sportscar', u'baby', u'whatever', u'edit', u'oh', u'whole', u'set', u'tire', u'wheel', u'would', u'cost', u'chrysler', u'probably', u'nearly', u'years', u'insurance', u'mention', u'time', u'money', u'obviously', u'money', u'big', u'issue', u'chrysler', u'time', u'something', u'else', u'forget', u'garage', u'storage', u'space', u'extra', u'really', u'way', u'topic', u'oh', u'car', u'wind', u'sell', u'get', u'z', u'entry', u'level', u'performance', u'sedan']"
3097,dhanley,March 2005,"[u'month', u'insurance', u'year', u'equal', u'set', u'snow', u'swap', u'take', u'maybe', u'hour', u'year', u'depreciation', u'maintainance', u'partially', u'time', u'base', u'well', u'justify', u'want', u'extra', u'seat', u'sport', u'car', u'chrysler', u'though', u'drive', u'old', u'beaters']"
3098,lmacmil,March 2005,"[u'guess', u'ca', u'post', u'link', u'auto', u'technology', u'section', u'compare', u'similar', u'size', u'fwd', u'rwd', u'car', u'one', u'wet', u'dry', u'acceleration', u'change', u'without', u'tcs', u'conclusion', u'neither', u'drive', u'drive', u'really', u'better', u'relatively', u'snowy', u'area', u'season', u'far', u'lean', u'towards', u'tl', u'acura', u'fwd', u'arguably', u'nicer', u'interiors']"
3099,pat,March 2005,"[u'um', u'reason', u'ca', u'post', u'link', u'popular', u'mechanics', u'technology', u'section', u'unless', u'pay', u'subscription', u'area', u'would', u'okay', u'explain', u'post', u'concern', u'link', u'automotive', u'message', u'board', u'deal', u'article', u'popular', u'mechanics', u'anywhere', u'long', u'directly', u'another', u'automotive', u'forum', u'look', u'rule', u'road', u'link', u'top', u'page', u'answer', u'question', u'might', u'link', u'question', u'feel', u'free', u'drop', u'chrysler', u'email']"
3100,lmacmil,March 2005,[u'http']
3101,qbrozen,March 2005,"[u'may', u'cover', u'tire', u'wheel', u'need', u'mount', u'tire', u'machine', u'garage', u'unfortunately', u'need', u'mount', u'wheel']"
3102,dhanley,March 2005,"[u'yes', u'winter', u'steel', u'wheel', u'hubcaps', u'slightly', u'alloy', u'last', u'season']"
3103,ponytrekker,March 2005,"[u'bmw', u'much', u'economical', u'lease', u'subsidize', u'interest', u'rat', u'high', u'residuals']"
3104,ponytrekker,March 2005,"[u'since', u'rwd', u'car', u'worst', u'traction', u'none', u'car', u'winter', u'tire', u'would', u'still', u'worst', u'traction', u'car', u'winter', u'would', u'essentially', u'part', u'car', u'actually', u'touch', u'road', u'tire', u'winter', u'tire', u'better', u'winter', u'season', u'summer', u'tire', u'would', u'rather', u'keep', u'car', u'spend', u'tire', u'whatever']"
3105,shipo,March 2005,"[u'bmw', u'much', u'economical', u'lease', u'subsidize', u'interest', u'rat', u'hmmm', u'smack', u'urban', u'honda', u'repeat', u'often', u'folks', u'believe', u'without', u'think', u'counterpoint', u'statement', u'lease', u'two', u'bmw', u'case', u'quote', u'lower', u'monthly', u'lease', u'price', u'non', u'lease', u'outfit', u'reason', u'lease', u'second', u'bmw', u'european', u'delivery', u'thing', u'easier', u'high', u'residuals', u'think', u'statement', u'truth', u'regard', u'shipo']"
3106,billyperks,March 2005,"[u'last', u'car', u'lease', u'mazda', u'millennia', u'enjoy', u'every', u'bite', u'dont', u'want', u'go', u'road', u'lease', u'would', u'rather', u'buy', u'car', u'like', u'get', u'rid', u'tls', u'next', u'summer', u'depend', u'get', u'sell', u'go', u'play', u'waitng', u'game', u'see', u'new', u'goodies', u'upgrade', u'next', u'year']"
3107,blueguydotcom,March 2005,"[u'pretty', u'happy', u'lease', u'pay', u'month', u'car', u'msrp', u'years', u'shrug']"
3108,qbrozen,March 2005,"[u'need', u'hater', u'kind', u'car', u'guy', u'want', u'one', u'car', u'stable', u'heck', u'get', u'include', u'wife', u'way', u'fwd', u'absolutely', u'unstoppable', u'snow', u'good', u'set', u'need', u'swap']"
3109,djocks,March 2005,"[u'lease', u'put']"
3110,blueguydotcom,March 2005,"[u'get', u'msds', u'get', u'back', u'end', u'term', u'cash', u'go', u'forever', u'pocket', u'think', u'something', u'like', u'title', u'first', u'month', u'payment', u'figure', u'dollars', u'bmw', u'may', u'total', u'year', u'play', u'car', u'residual', u'car', u'residual', u'worth', u'much', u'mf', u'factor', u'like']"
3111,jrock65,March 2005,"[u'follow', u'lexus', u'dealer', u'rep', u'reliable', u'past', u'october', u'speed', u'manual', u'tranny', u'automatic', u'engine', u'horsepower', u'automatic', u'guarranteed', u'minimum', u'horsies', u'available', u'sport', u'package', u'wheel', u'price', u'remain', u'competitive', u'start', u'around', u'top', u'line', u'march', u'liter', u'engine', u'completely', u'new', u'body', u'style', u'thing', u'keep', u'es', u'headlight', u'april', u'update', u'engine', u'esin', u'may', u'hybrid', u'engine', u'faster', u'september', u'body', u'style', u'one', u'inch', u'longer', u'add', u'regular', u'ls', u'september', u'update', u'engine', u'body', u'september', u'update', u'years', u'convertible', u'retractable', u'hard', u'top', u'come', u'cetain', u'car', u'ideas', u'toss', u'around', u'also', u'super', u'ls', u'cost', u'supercoupe', u'go', u'also', u'seem', u'toyota', u'go', u'use', u'gr', u'much', u'fashion', u'nissan', u'use', u'vq', u'mean', u'lot', u'doubt', u'next', u'toyota', u'toyota', u'toyota', u'toyota', u'carry', u'gr', u'well']"
3112,shipo,March 2005,"[u'automatic', u'yuck', u'regardless', u'fine', u'attribute', u'wo', u'even', u'bother', u'look', u'regard', u'shipo']"
3113,blueguydotcom,March 2005,"[u'get', u'crucify', u'manual', u'show', u'way', u'would', u'learn', u'lesson', u'sorry', u'think', u'dealer', u'lexus', u'blow', u'chance', u'dethrone', u'god', u'bummer', u'great', u'engine', u'car', u'would', u'utterly', u'worthless', u'drive']"
3114,billherrmann,March 2005,"[u'lease', u'jan', u'per', u'month', u'put', u'k', u'great', u'car', u'respect', u'last', u'month', u'lease', u'cadillac', u'engine', u'k', u'per', u'month', u'lease', u'month', u'term', u'bmw', u'miles', u'miles', u'per', u'cadillac', u'cost', u'less', u'lease', u'years', u'cadillac', u'much', u'faster', u'run', u'regular', u'gas', u'cadillac', u'lack', u'awd', u'heat', u'seat', u'without', u'respond', u'post', u'point', u'bmw', u'gold', u'standard', u'sport', u'sedan', u'clearly', u'uninformed', u'moron', u'please', u'test', u'drive', u'cadillac', u'smooth', u'powerful', u'nimble', u'quick', u'blast', u'drive']"
3115,shipo,March 2005,"[u'errr', u'sorry', u'do', u'get', u'cadillac', u'thank', u'would', u'believe', u'cadillac', u'drive', u'yup', u'fair', u'comparison', u'butt', u'dyno', u'tell', u'chrysler', u'cadillac', u'drive', u'sp', u'much', u'less', u'zhp', u'nope', u'whole', u'look', u'thing', u'eye', u'cadillac', u'face', u'mother', u'could', u'dethrone', u'regard', u'shipo']"
3116,cdnpinhead,March 2005,"[u'incorrect', u'information', u'toyota', u'reconsider']"
3117,fedlawman,March 2005,"[u'get', u'crucify', u'manual', u'show', u'yes', u'finally', u'release', u'runaway', u'success']"
3118,rsr742002,March 2005,"[u'would', u'unforgivable', u'mistake', u'offer', u'automatic', u'version', u'definitely', u'ignore', u'tranny', u'sport', u'sedan', u'thank', u'lexus', u'serious', u'go', u'bmw', u'crowd', u'need', u'offer', u'full', u'range', u'manual', u'transmissions', u'car', u'gs', u'even', u'sc', u'need', u'manual', u'option', u'one', u'model', u'measly', u'unacceptable']"
3119,blueguydotcom,March 2005,"[u'please', u'test', u'drive', u'cadillac', u'smooth', u'powerful', u'nimble', u'quick', u'blast', u'like', u'find', u'nimble', u'sense', u'find', u'zhp']"
3120,blueguydotcom,March 2005,"[u'yes', u'finally', u'release', u'runaway', u'success', u'runaway', u'success', u'term', u'use', u'always', u'sales', u'disappointment']"
3121,dhanley,March 2005,"[u'way', u'us', u'make', u'clear', u'sarcastic']"
3122,fedlawman,March 2005,"[u'right', u'dave', u'maybe', u'use', u'tongue', u'firmly', u'cheek']"
3123,blueguydotcom,March 2005,"[u'bad', u'hard', u'discern', u'sarcasm', u'sometimes', u'weird', u'badge', u'love', u'say', u'get', u'rid', u'mitsubishi', u'eclipse', u'porsche', u'auto', u'mitsubishi', u'may', u'build', u'best', u'car', u'world']"
3124,shipo,March 2005,"[u'yikes', u'hear', u'headline', u'zhp', u'mitsubishi', u'porsche', u'blueguy', u'go', u'crisis', u'reverse', u'world', u'want', u'know', u'best', u'regard', u'shipo']"
3125,dhanley,March 2005,"[u'try', u'assume', u'people', u'sarcastic', u'say', u'something', u'think', u'really', u'comfort', u'sometimes']"
3126,blueguydotcom,March 2005,"[u'try', u'assume', u'people', u'sarcastic', u'say', u'something', u'think', u'really', u'comfort', u'make', u'day', u'rofl']"
3127,kyfdx,March 2005,[]
3128,rayainsw,March 2005,"[u'try', u'assume', u'people', u'sarcastic', u'say', u'something', u'think', u'really', u'dumb', u'comfort', u'sometimes', u'try', u'raysometimes', u'react']"
3129,gordonwd,March 2005,"[u'someone', u'spend', u'career', u'around', u'auto', u'industry', u'tell', u'bite', u'authority', u'future', u'manual', u'transmissions', u'know', u'love', u'may', u'limit', u'yes', u'even', u'europeans', u'get', u'use', u'big', u'reason', u'search', u'better', u'economy', u'emissions', u'performance', u'trend', u'toward', u'gear', u'even', u'latest', u'automatics', u'speed', u'however', u'consensus', u'speed', u'practical', u'limit', u'manual', u'transmission', u'think', u'try', u'negotiate', u'gate', u'quickly', u'theoretical', u'shifter', u'see', u'mean', u'mean', u'future', u'drive', u'already', u'trend', u'toward', u'transmissions', u'bmw', u'call', u'smg', u'forget', u'audi', u'call', u'internally', u'fully', u'manual', u'type', u'gearboxes', u'mechanical', u'clutch', u'shift', u'electronically', u'servo', u'control', u'clutch', u'chrysler', u'seem', u'worst', u'worlds', u'unfortunately', u'head', u'years', u'road', u'enjoy', u'use', u'clutch', u'pedal', u'know']"
3130,potemkin,March 2005,"[u'gordon', u'agree', u'everything', u'say', u'think', u'situation', u'critical', u'yet', u'days', u'pin', u'stick', u'long', u'ways', u'long', u'run', u'correct', u'good', u'news', u'dead', u'long', u'run', u'long', u'demand', u'someone', u'offer', u'think', u'scenario', u'old', u'fashion', u'manual', u'become', u'extra', u'cost', u'long', u'people', u'will', u'pay', u'people', u'will', u'sell', u'us', u'keep', u'manual', u'alive', u'evangelize', u'point', u'annoyance']"
3131,ljwalters1,March 2005,"[u'funny', u'definite', u'manual', u'guy', u'love', u'shift', u'gear', u'laim', u'best', u'fact', u'bet', u'could', u'accelerate', u'faster', u'spd', u'automatic', u'spd', u'manual', u'limitations', u'manual', u'still', u'fun', u'make', u'drive', u'interest', u'shame', u'see', u'go']"
3132,rsr742002,March 2005,"[u'definitely', u'bad', u'idea', u'read', u'review', u'smg', u'last', u'month', u'car', u'driver', u'people', u'test', u'hat', u'art', u'yes', u'art', u'drive', u'car', u'disappear', u'yes', u'us', u'keep', u'alive', u'admire', u'bmw', u'although', u'loathe', u'price', u'offer', u'manual', u'trannies', u'need', u'well', u'mercedes', u'would', u'gladly', u'buy', u'manual']"
3133,shipo,March 2005,"[u'hi', u'name', u'shipo', u'manual', u'transmission', u'addict', u'group', u'hi', u'shipo', u'come', u'today', u'say', u'ten', u'consecutive', u'manual', u'transmission', u'equip', u'car', u'span', u'period', u'years', u'stick', u'free', u'twelve', u'days', u'big', u'burley', u'construction', u'worker', u'right', u'help', u'get', u'period', u'adjustment', u'remember', u'take', u'one', u'day', u'time', u'thank', u'folks', u'go', u'rough', u'time', u'due', u'factor', u'beyond', u'control', u'wo', u'able', u'reacquire', u'another', u'car', u'three', u'pedal', u'april', u'group', u'moderator', u'mean', u'say', u'come', u'us', u'help', u'temporarily', u'drive', u'without', u'stick', u'shift', u'actively', u'plan', u'get', u'another', u'one', u'yes', u'correct', u'group', u'moderator', u'realize', u'automatics', u'anonymous', u'dedicate', u'help', u'rid', u'stick', u'shift', u'habit', u'forever', u'tremble', u'seat', u'sweat', u'pour', u'face', u'ummm', u'yes', u'neeeeed', u'group', u'moderator', u'shipo', u'please', u'get', u'control', u'self', u'need', u'understand', u'help', u'truly', u'commit', u'extinction', u'manual', u'transmission', u'year', u'old', u'son', u'ca', u'wait', u'chrysler', u'teach', u'use', u'clutch', u'group', u'moderator', u'actually', u'plan', u'pass', u'horrible', u'addiction', u'along', u'son', u'yes', u'sir', u'group', u'moderator', u'long', u'sigh', u'shipo', u'go', u'ask', u'leave', u'group', u'bye', u'shipo', u'goodbye', u'gang', u'thank', u'feel', u'better', u'already', u'best', u'regard', u'shipo']"
3134,sysadmin1,March 2005,"[u'hahahalove', u'infiniti', u'sedan', u'go', u'shipo']"
3135,dhanley,March 2005,"[u'love', u'survey', u'tranny', u'people', u'areas', u'life', u'bet', u'see', u'differences', u'type', u'entrepreneurial', u'sort', u'vacation', u'cruise', u'adventurous', u'fitness', u'activityetc', u'key', u'factor', u'interest', u'work', u'extra', u'result', u'think', u'topic', u'stop']"
3136,shipo,March 2005,"[u'topic', u'maybe', u'news', u'view', u'best', u'regard', u'shipo']"
3137,blueguydotcom,March 2005,"[u'professional', u'msit', u'businesses', u'tax', u'like', u'go', u'random', u'place', u'wander', u'meet', u'people', u'talk', u'strangers', u'etc', u'france', u'two', u'weeks', u'work', u'last', u'month', u'interest', u'touristy', u'things', u'like', u'roam', u'observe', u'talk', u'real', u'people', u'work', u'try', u'eat', u'sensibly', u'people', u'would', u'call', u'chrysler', u'thin', u'consider', u'tad', u'overweight', u'topic', u'sure', u'know', u'maybe', u'connections', u'among', u'life', u'choices', u'drivers']"
